X,species,genus,family,status,category,effort_corrected_abund,raw_abund,species_underscore,category_binary,pollination,poll_binary
Isolepis_carinata,Isolepis carinata,Isolepis,Cyperaceae,prune,nonhost,1.76E-04,3,Isolepis_carinata,0,abiotic,1
Jacquemontia_pentanthos,Jacquemontia pentanthos,Jacquemontia,Convolvulaceae,prune,nonhost,0.059575403,722,Jacquemontia_pentanthos,0,biotic,2
Jacquinia_keyensis,Jacquinia keyensis,Jacquinia,Primulaceae,prune,nonhost,9.20E-04,24,Jacquinia_keyensis,0,biotic,2
Jamesianthus_alabamensis,Jamesianthus alabamensis,Jamesianthus,Asteraceae,prune,nonhost,2.55E-04,2,Jamesianthus_alabamensis,0,biotic,2
Jeffersonia_diphylla,Jeffersonia diphylla,Jeffersonia,Berberidaceae,prune,nonhost,0.025250587,301,Jeffersonia_diphylla,0,biotic,2
Juncus_gerardii,Juncus gerardii,Juncus,Juncaceae,prune,nonhost,0.065561373,909,Juncus_gerardii,0,abiotic,1
Justicia_americana,Justicia americana,Justicia,Acanthaceae,prune,nonhost,0.033418639,465,Justicia_americana,0,biotic,2
Kallstroemia_maxima,Kallstroemia maxima,Kallstroemia,Zygophyllaceae,prune,nonhost,1.19E-04,5,Kallstroemia_maxima,0,biotic,2
Kalmia_buxifolia,Kalmia buxifolia,Kalmia,Ericaceae,prune,nonhost,0.309988349,8445,Kalmia_buxifolia,0,biotic,2
Kosteletzkya_depressa,Kosteletzkya depressa,Kosteletzkya,Malvaceae,prune,nonhost,0.06658993,605,Kosteletzkya_depressa,0,biotic,2
Krameria_lanceolata,Krameria lanceolata,Krameria,Krameriaceae,prune,nonhost,8.79E-04,28,Krameria_lanceolata,0,biotic,2
Krigia_biflora,Krigia biflora,Krigia,Asteraceae,prune,nonhost,0.040526942,655,Krigia_biflora,0,biotic,2
Krugiodendron_ferreum,Krugiodendron ferreum,Krugiodendron,Rhamnaceae,prune,nonhost,0.024522592,28,Krugiodendron_ferreum,0,biotic,2
Kyllinga_brevifolia,Kyllinga brevifolia,Kyllinga,Cyperaceae,prune,nonhost,0.003129371,54,Kyllinga_brevifolia,0,abiotic,1
Lachnanthes_caroliniana,Lachnanthes caroliniana,Lachnanthes,Haemodoraceae,prune,nonhost,0.034677272,526,Lachnanthes_caroliniana,0,biotic,2
Lachnocaulon_anceps,Lachnocaulon anceps,Lachnocaulon,Eriocaulaceae,prune,nonhost,0.016383886,273,Lachnocaulon_anceps,0,biotic,2
Laguncularia_racemosa,Laguncularia racemosa,Laguncularia,Combretaceae,prune,nonhost,0.02175189,292,Laguncularia_racemosa,0,biotic,2
Lantana_involucrata,Lantana involucrata,Lantana,Verbenaceae,prune,nonhost,0.05278879,160,Lantana_involucrata,0,biotic,2
Laportea_canadensis,Laportea canadensis,Laportea,Urticaceae,prune,nonhost,0.026834333,847,Laportea_canadensis,0,abiotic,1
Lathyrus_venosus,Lathyrus venosus,Lathyrus,Fabaceae,prune,nonhost,0.051966256,535,Lathyrus_venosus,0,biotic,2
Leavenworthia_uniflora,Leavenworthia uniflora,Leavenworthia,Brassicaceae,prune,nonhost,0.002234299,21,Leavenworthia_uniflora,0,biotic,2
Leersia_virginica,Leersia virginica,Leersia,Poaceae,prune,nonhost,0.015223569,125,Leersia_virginica,0,abiotic,1
Leitneria_floridana,Leitneria floridana,Leitneria,Simaroubaceae,prune,nonhost,4.72E-04,5,Leitneria_floridana,0,abiotic,1
Lemna_obscura,Lemna obscura,Lemna,Araceae,prune,nonhost,0.043315239,376,Lemna_obscura,0,biotic,2
Leptochloa_fusca,Leptochloa fusca,Leptochloa,Poaceae,prune,nonhost,0.001310979,14,Leptochloa_fusca,0,abiotic,1
Lespedeza_repens,Lespedeza repens,Lespedeza,Fabaceae,prune,nonhost,0.02809081,717,Lespedeza_repens,0,biotic,2
Leucospora_multifida,Leucospora multifida,Leucospora,Plantaginaceae,prune,nonhost,0.004668824,11,Leucospora_multifida,0,biotic,2
Leucothoe_fontanesiana,Leucothoe fontanesiana,Leucothoe,Ericaceae,prune,nonhost,0.018827574,440,Leucothoe_fontanesiana,0,biotic,2
Leymus_mollis,Leymus mollis,Leymus,Poaceae,prune,nonhost,2.25E-04,3,Leymus_mollis,0,abiotic,1
Liatris_cylindracea,Liatris cylindracea,Liatris,Asteraceae,prune,nonhost,0.089373938,1411,Liatris_cylindracea,0,biotic,2
Licania_michauxii,Licania michauxii,Licania,Chrysobalanaceae,prune,nonhost,0.024190372,396,Licania_michauxii,0,biotic,2
Licaria_triandra,Licaria triandra,Licaria,Lauraceae,prune,nonhost,3.83E-05,1,Licaria_triandra,0,biotic,2
Ligusticum_scoticum,Ligusticum scoticum,Ligusticum,Apiaceae,prune,nonhost,0.005035738,54,Ligusticum_scoticum,0,biotic,2
Lilaeopsis_carolinensis,Lilaeopsis carolinensis,Lilaeopsis,Apiaceae,prune,nonhost,0.003205049,25,Lilaeopsis_carolinensis,0,biotic,2
Lilium_superbum,Lilium superbum,Lilium,Liliaceae,prune,nonhost,0.090984247,1752,Lilium_superbum,0,biotic,2
Limnobium_spongia,Limnobium spongia,Limnobium,Hydrocharitaceae,prune,nonhost,0.010210195,76,Limnobium_spongia,0,biotic,2
Limnodea_arkansana,Limnodea arkansana,Limnodea,Poaceae,prune,nonhost,4.51E-05,1,Limnodea_arkansana,0,abiotic,1
Limnosciadium_pumilum,Limnosciadium pumilum,Limnosciadium,Apiaceae,prune,nonhost,9.26E-04,3,Limnosciadium_pumilum,0,biotic,2
Limonium_carolinianum,Limonium carolinianum,Limonium,Plumbaginaceae,prune,nonhost,0.033696415,310,Limonium_carolinianum,0,biotic,2
Limosella_australis,Limosella australis,Limosella,Scrophulariaceae,prune,nonhost,2.85E-04,3,Limosella_australis,0,biotic,2
Lindera_benzoin,Lindera benzoin,Lindera,Lauraceae,prune,nonhost,0.122390569,5369,Lindera_benzoin,0,biotic,2
Linnaea_borealis,Linnaea borealis,Linnaea,Caprifoliaceae,prune,nonhost,0.074521165,233,Linnaea_borealis,0,biotic,2
Liparis_liliifolia,Liparis liliifolia,Liparis,Orchidaceae,prune,nonhost,0.008714296,175,Liparis_liliifolia,0,biotic,2
Liquidambar_styraciflua,Liquidambar styraciflua,Liquidambar,Altingiaceae,prune,nonhost,0.34900878,7057,Liquidambar_styraciflua,0,abiotic,1
Liriodendron_tulipifera,Liriodendron tulipifera,Liriodendron,Magnoliaceae,prune,nonhost,0.343085606,9209,Liriodendron_tulipifera,0,biotic,2
Lithospermum_caroliniense,Lithospermum caroliniense,Lithospermum,Boraginaceae,prune,nonhost,0.011193488,141,Lithospermum_caroliniense,0,biotic,2
Litrisa_carnosa,Litrisa carnosa,Litrisa,Asteraceae,prune,nonhost,0.002325787,40,Litrisa_carnosa,0,biotic,2
Litsea_aestivalis,Litsea aestivalis,Litsea,Lauraceae,prune,nonhost,0.001384254,12,Litsea_aestivalis,0,biotic,2
Lobelia_siphilitica,Lobelia siphilitica,Lobelia,Campanulaceae,prune,nonhost,0.366848791,8390,Lobelia_siphilitica,0,biotic,2
Loiseleuria_procumbens,Loiseleuria procumbens,Loiseleuria,Ericaceae,prune,nonhost,0.001853071,142,Loiseleuria_procumbens,0,biotic,2
Lonicera_dioica,Lonicera dioica,Lonicera,Caprifoliaceae,prune,nonhost,0.089771459,1356,Lonicera_dioica,0,biotic,2
Lophiola_aurea,Lophiola aurea,Lophiola,Nartheciaceae,prune,nonhost,0.010805971,195,Lophiola_aurea,0,biotic,2
Ludwigia_suffruticosa,Ludwigia suffruticosa,Ludwigia,Onagraceae,prune,nonhost,0.266871408,3407,Ludwigia_suffruticosa,0,biotic,2
Luziola_fluitans,Luziola fluitans,Luziola,Poaceae,prune,nonhost,7.48E-04,7,Luziola_fluitans,0,abiotic,1
Luzula_spicata,Luzula spicata,Luzula,Juncaceae,prune,nonhost,0.005083853,149,Luzula_spicata,0,abiotic,1
Lycopus_uniflorus,Lycopus uniflorus,Lycopus,Lamiaceae,prune,nonhost,0.017507291,312,Lycopus_uniflorus,0,biotic,2
Lyonia_ligustrina,Lyonia ligustrina,Lyonia,Ericaceae,prune,specialist_host,0.105662206,2022,Lyonia_ligustrina,1,biotic,2
Lysimachia_quadrifolia,Lysimachia quadrifolia,Lysimachia,Primulaceae,prune,specialist_host,0.348709426,7567,Lysimachia_quadrifolia,1,biotic,2
Lythrum_flagellare,Lythrum flagellare,Lythrum,Lythraceae,prune,nonhost,0.018058717,184,Lythrum_flagellare,0,biotic,2
Maclura_pomifera,Maclura pomifera,Maclura,Moraceae,prune,nonhost,0.036139521,724,Maclura_pomifera,0,abiotic,1
Macroptilium_atropurpureum,Macroptilium atropurpureum,Macroptilium,Fabaceae,prune,nonhost,7.58E-04,8,Macroptilium_atropurpureum,0,biotic,2
Maianthemum_trifolium,Maianthemum trifolium,Maianthemum,Asparagaceae,prune,nonhost,0.414766349,11796,Maianthemum_trifolium,0,biotic,2
Malaxis_spicata,Malaxis spicata,Malaxis,Orchidaceae,prune,nonhost,0.007816928,136,Malaxis_spicata,0,biotic,2
Malvaviscus_arboreus,Malvaviscus arboreus,Malvaviscus,Malvaceae,prune,nonhost,0.030579216,349,Malvaviscus_arboreus,0,biotic,2
Manfreda_virginica,Manfreda virginica,Manfreda,Asparagaceae,prune,nonhost,0.011396283,100,Manfreda_virginica,0,biotic,2
Marshallia_legrandii,Marshallia legrandii,Marshallia,Asteraceae,prune,nonhost,0.020352301,262,Marshallia_legrandii,0,biotic,2
Matelea_pubiflora,Matelea pubiflora,Matelea,Apocynaceae,prune,nonhost,0.011817984,262,Matelea_pubiflora,0,biotic,2
Mayaca_fluviatilis,Mayaca fluviatilis,Mayaca,Mayacaceae,prune,nonhost,0.00377193,63,Mayaca_fluviatilis,0,biotic,2
Medeola_virginiana,Medeola virginiana,Medeola,Liliaceae,prune,nonhost,0.119729618,4095,Medeola_virginiana,0,biotic,2
Melampodium_divaricatum,Melampodium divaricatum,Melampodium,Asteraceae,prune,nonhost,9.22E-06,1,Melampodium_divaricatum,0,biotic,2
Melanthera_nivea,Melanthera nivea,Melanthera,Asteraceae,prune,nonhost,0.014194144,267,Melanthera_nivea,0,biotic,2
Melanthium_virginicum,Melanthium virginicum,Melanthium,Melanthiaceae,prune,nonhost,0.013679136,223,Melanthium_virginicum,0,biotic,2
Melica_mutica,Melica mutica,Melica,Poaceae,prune,nonhost,0.003417292,61,Melica_mutica,0,abiotic,1
Melothria_pendula,Melothria pendula,Melothria,Cucurbitaceae,prune,nonhost,0.027324418,352,Melothria_pendula,0,biotic,2
Menispermum_canadense,Menispermum canadense,Menispermum,Menispermaceae,prune,nonhost,0.014316007,296,Menispermum_canadense,0,biotic,2
Mentzelia_floridana,Mentzelia floridana,Mentzelia,Loasaceae,prune,nonhost,0.003143936,36,Mentzelia_floridana,0,biotic,2
Menyanthes_trifoliata,Menyanthes trifoliata,Menyanthes,Menyanthaceae,prune,nonhost,0.004617848,125,Menyanthes_trifoliata,0,biotic,2
Mertensia_maritima,Mertensia maritima,Mertensia,Boraginaceae,prune,nonhost,0.092417684,3160,Mertensia_maritima,0,biotic,2
Mesadenus_lucayanus,Mesadenus lucayanus,Mesadenus,Orchidaceae,prune,nonhost,1.01E-04,5,Mesadenus_lucayanus,0,biotic,2
Metopium_toxiferum,Metopium toxiferum,Metopium,Anacardiaceae,prune,nonhost,0.05087796,150,Metopium_toxiferum,0,biotic,2
Micranthemum_glomeratum,Micranthemum glomeratum,Micranthemum,Plantaginaceae,prune,nonhost,0.00303527,34,Micranthemum_glomeratum,0,biotic,2
Mikania_cordifolia,Mikania cordifolia,Mikania,Asteraceae,prune,nonhost,0.089561479,1158,Mikania_cordifolia,0,biotic,2
Milium_effusum,Milium effusum,Milium,Poaceae,prune,nonhost,1.14E-04,4,Milium_effusum,0,abiotic,1
Mimosa_strigillosa,Mimosa strigillosa,Mimosa,Fabaceae,prune,nonhost,0.043333747,603,Mimosa_strigillosa,0,biotic,2
Mimulus_ringens,Mimulus ringens,Mimulus,Phrymaceae,prune,nonhost,0.073121305,1433,Mimulus_ringens,0,biotic,2
Mirabilis_albida,Mirabilis albida,Mirabilis,Nyctaginaceae,prune,nonhost,3.75E-04,3,Mirabilis_albida,0,biotic,2
Mitchella_repens,Mitchella repens,Mitchella,Rubiaceae,prune,nonhost,0.318811973,9156,Mitchella_repens,0,biotic,2
Mitella_nuda,Mitella nuda,Mitella,Saxifragaceae,prune,nonhost,0.023770145,702,Mitella_nuda,0,biotic,2
Mitreola_petiolata,Mitreola petiolata,Mitreola,Loganiaceae,prune,nonhost,0.01386944,208,Mitreola_petiolata,0,biotic,2
Modiola_caroliniana,Modiola caroliniana,Modiola,Malvaceae,prune,nonhost,0.007679002,88,Modiola_caroliniana,0,biotic,2
Moehringia_lateriflora,Moehringia lateriflora,Moehringia,Caryophyllaceae,prune,nonhost,0.001555976,36,Moehringia_lateriflora,0,biotic,2
Mollugo_verticillata,Mollugo verticillata,Mollugo,Molluginaceae,prune,nonhost,0.016444164,253,Mollugo_verticillata,0,biotic,2
Monanthochloe_littoralis,Monanthochloe littoralis,Monanthochloe,Poaceae,prune,nonhost,1.35E-04,4,Monanthochloe_littoralis,0,abiotic,1
Monarda_bradburiana,Monarda bradburiana,Monarda,Lamiaceae,prune,specialist_host,0.162121774,3190,Monarda_bradburiana,1,biotic,2
Moneses_uniflora,Moneses uniflora,Moneses,Ericaceae,prune,nonhost,0.005610139,53,Moneses_uniflora,0,biotic,2
Monotropa_uniflora,Monotropa uniflora,Monotropa,Ericaceae,prune,nonhost,0.387869215,10540,Monotropa_uniflora,0,biotic,2
Monotropsis_odorata,Monotropsis odorata,Monotropsis,Ericaceae,prune,nonhost,9.78E-04,35,Monotropsis_odorata,0,biotic,2
Montia_linearis,Montia linearis,Montia,Montiaceae,prune,nonhost,4.34E-05,1,Montia_linearis,0,biotic,2
Morella_cerifera,Morella cerifera,Morella,Myricaceae,prune,nonhost,0.284524764,2944,Morella_cerifera,0,abiotic,1
Mosiera_longipes,Mosiera longipes,Mosiera,Myrtaceae,prune,nonhost,4.22E-04,11,Mosiera_longipes,0,biotic,2
Muhlenbergia_glomerata,Muhlenbergia glomerata,Muhlenbergia,Poaceae,prune,nonhost,0.015686699,162,Muhlenbergia_glomerata,0,abiotic,1
Myosotis_laxa,Myosotis laxa,Myosotis,Boraginaceae,prune,nonhost,0.004850362,49,Myosotis_laxa,0,biotic,2
Myosurus_minimus,Myosurus minimus,Myosurus,Ranunculaceae,prune,nonhost,1.51E-05,1,Myosurus_minimus,0,biotic,2
Myrcianthes_fragrans,Myrcianthes fragrans,Myrcianthes,Myrtaceae,prune,nonhost,0.004258875,90,Myrcianthes_fragrans,0,biotic,2
Myriophyllum_alterniflorum,Myriophyllum alterniflorum,Myriophyllum,Haloragaceae,prune,nonhost,0.006021109,34,Myriophyllum_alterniflorum,0,abiotic,1
Nabalus_crepidineus,Nabalus crepidineus,Nabalus,Asteraceae,prune,nonhost,0.024890304,380,Nabalus_crepidineus,0,biotic,2
Najas_guadalupensis,Najas guadalupensis,Najas,Hydrocharitaceae,prune,nonhost,0.001913744,17,Najas_guadalupensis,0,abiotic,1
Nama_jamaicensis,Nama jamaicensis,Nama,Boraginaceae,prune,nonhost,7.67E-05,2,Nama_jamaicensis,0,biotic,2
Nectandra_coriacea,Nectandra coriacea,Nectandra,Lauraceae,prune,nonhost,0.002854444,49,Nectandra_coriacea,0,biotic,2
Nemastylis_geminiflora,Nemastylis geminiflora,Nemastylis,Iridaceae,prune,nonhost,0.002357671,57,Nemastylis_geminiflora,0,biotic,2
Nemophila_menziesii,Nemophila menziesii,Nemophila,Boraginaceae,prune,specialist_host,0.002870655,58,Nemophila_menziesii,1,biotic,2
Neottia_smallii,Neottia smallii,Neottia,Orchidaceae,prune,nonhost,0.019019594,197,Neottia_smallii,0,biotic,2
Nestronia_umbellula,Nestronia umbellula,Nestronia,Santalaceae,prune,nonhost,1.97E-04,5,Nestronia_umbellula,0,biotic,2
Neviusia_alabamensis,Neviusia alabamensis,Neviusia,Rosaceae,prune,nonhost,2.83E-04,5,Neviusia_alabamensis,0,biotic,2
Nicotiana_quadrivalvis,Nicotiana quadrivalvis,Nicotiana,Solanaceae,prune,nonhost,3.69E-05,4,Nicotiana_quadrivalvis,0,biotic,2
Nolina_atopocarpa,Nolina atopocarpa,Nolina,Asparagaceae,prune,nonhost,9.99E-04,27,Nolina_atopocarpa,0,biotic,2
Nothoscordum_bivalve,Nothoscordum bivalve,Nothoscordum,Amaryllidaceae,prune,specialist_host,0.046011326,493,Nothoscordum_bivalve,1,biotic,2
Nuphar_advena,Nuphar advena,Nuphar,Nymphaeaceae,prune,nonhost,0.070227548,1506,Nuphar_advena,0,biotic,2
Nymphaea_mexicana,Nymphaea mexicana,Nymphaea,Nymphaeaceae,prune,nonhost,0.11696496,1877,Nymphaea_mexicana,0,biotic,2
Nymphoides_cordata,Nymphoides cordata,Nymphoides,Menyanthaceae,prune,nonhost,0.005726164,93,Nymphoides_cordata,0,biotic,2
Nyssa_aquatica,Nyssa aquatica,Nyssa,Nyssaceae,prune,nonhost,0.074300997,1453,Nyssa_aquatica,0,biotic,2
Oenothera_biennis,Oenothera biennis,Oenothera,Onagraceae,prune,specialist_host,0.137158579,1859,Oenothera_biennis,1,biotic,2
Okenia_hypogaea,Okenia hypogaea,Okenia,Nyctaginaceae,prune,nonhost,0.004048622,33,Okenia_hypogaea,0,biotic,2
Oldenlandia_corymbosa,Oldenlandia corymbosa,Oldenlandia,Rubiaceae,prune,nonhost,8.39E-04,18,Oldenlandia_corymbosa,0,biotic,2
Oncidium_ensatum,Oncidium ensatum,Oncidium,Orchidaceae,prune,nonhost,7.67E-05,2,Oncidium_ensatum,0,biotic,2
Onosmodium_virginianum,Onosmodium virginianum,Onosmodium,Boraginaceae,prune,nonhost,5.67E-04,14,Onosmodium_virginianum,0,biotic,2
Oplismenus_compositus,Oplismenus compositus,Oplismenus,Poaceae,prune,nonhost,0.008790896,104,Oplismenus_compositus,0,abiotic,1
Orbexilum_virgatum,Orbexilum virgatum,Orbexilum,Fabaceae,prune,nonhost,0.006934599,88,Orbexilum_virgatum,0,biotic,2
Orontium_aquaticum,Orontium aquaticum,Orontium,Araceae,prune,nonhost,0.026116511,499,Orontium_aquaticum,0,biotic,2
Orthilia_secunda,Orthilia secunda,Orthilia,Ericaceae,prune,nonhost,0.009330044,47,Orthilia_secunda,0,biotic,2
Orthosia_scoparia,Orthosia scoparia,Orthosia,Apocynaceae,prune,nonhost,0.002336988,63,Orthosia_scoparia,0,biotic,2
Oryzopsis_asperifolia,Oryzopsis asperifolia,Oryzopsis,Poaceae,prune,nonhost,0.001976258,35,Oryzopsis_asperifolia,0,abiotic,1
Osmanthus_americanus,Osmanthus americanus,Osmanthus,Oleaceae,prune,nonhost,0.019264931,242,Osmanthus_americanus,0,abiotic,1
Osmorhiza_longistylis,Osmorhiza longistylis,Osmorhiza,Apiaceae,prune,nonhost,0.021864192,496,Osmorhiza_longistylis,0,biotic,2
Ostrya_virginiana,Ostrya virginiana,Ostrya,Betulaceae,prune,nonhost,0.104796018,1550,Ostrya_virginiana,0,abiotic,1
Oxybaphus_nyctagineus,Oxybaphus nyctagineus,Oxybaphus,Nyctaginaceae,prune,nonhost,5.75E-04,16,Oxybaphus_nyctagineus,0,biotic,2
Oxycaryum_cubense,Oxycaryum cubense,Oxycaryum,Cyperaceae,prune,nonhost,0.001945573,18,Oxycaryum_cubense,0,abiotic,1
Oxydendrum_arboreum,Oxydendrum arboreum,Oxydendrum,Ericaceae,prune,nonhost,0.051943532,1001,Oxydendrum_arboreum,0,biotic,2
Oxypolis_rigidior,Oxypolis rigidior,Oxypolis,Apiaceae,prune,nonhost,0.005035097,104,Oxypolis_rigidior,0,biotic,2
Oxyria_digyna,Oxyria digyna,Oxyria,Polygonaceae,prune,nonhost,8.27E-05,8,Oxyria_digyna,0,biotic,2
Pachysandra_procumbens,Pachysandra procumbens,Pachysandra,Buxaceae,prune,nonhost,0.00795814,118,Pachysandra_procumbens,0,abiotic,1
Packera_schweinitziana,Packera schweinitziana,Packera,Asteraceae,prune,specialist_host,0.192967802,2846,Packera_schweinitziana,1,biotic,2
Palafoxia_feayi,Palafoxia feayi,Palafoxia,Asteraceae,prune,nonhost,0.019383591,315,Palafoxia_feayi,0,biotic,2
Pappobolus_microphyllus,Pappobolus microphyllus,Pappobolus,Asteraceae,prune,nonhost,0.001245353,19,Pappobolus_microphyllus,0,biotic,2
Parietaria_pensylvanica,Parietaria pensylvanica,Parietaria,Urticaceae,prune,nonhost,0.001428163,56,Parietaria_pensylvanica,0,abiotic,1
Parkinsonia_aculeata,Parkinsonia aculeata,Parkinsonia,Fabaceae,prune,nonhost,4.30E-04,9,Parkinsonia_aculeata,0,biotic,2
Parnassia_glauca,Parnassia glauca,Parnassia,Celastraceae,prune,specialist_host,0.037035755,211,Parnassia_glauca,1,biotic,2
Paronychia_herniarioides,Paronychia herniarioides,Paronychia,Caryophyllaceae,prune,nonhost,0.012022483,237,Paronychia_herniarioides,0,biotic,2
Parthenocissus_quinquefolia,Parthenocissus quinquefolia,Parthenocissus,Vitaceae,prune,nonhost,0.382243597,6263,Parthenocissus_quinquefolia,0,biotic,2
Paspalum_floridanum,Paspalum floridanum,Paspalum,Poaceae,prune,nonhost,0.022689384,205,Paspalum_floridanum,0,abiotic,1
Pavonia_spinifex,Pavonia spinifex,Pavonia,Malvaceae,prune,nonhost,1.36E-04,3,Pavonia_spinifex,0,biotic,2
Paxistima_canbyi,Paxistima canbyi,Paxistima,Celastraceae,prune,nonhost,0.001037344,1,Paxistima_canbyi,0,biotic,2
Pectis_glaucescens,Pectis glaucescens,Pectis,Asteraceae,prune,nonhost,0.002845726,40,Pectis_glaucescens,0,biotic,2
Pediomelum_subacaule,Pediomelum subacaule,Pediomelum,Fabaceae,prune,nonhost,4.69E-04,5,Pediomelum_subacaule,0,biotic,2
Peltandra_virginica,Peltandra virginica,Peltandra,Araceae,prune,nonhost,0.047149902,1027,Peltandra_virginica,0,biotic,2
Penstemon_smallii,Penstemon smallii,Penstemon,Plantaginaceae,prune,specialist_host,0.030754423,656,Penstemon_smallii,1,biotic,2
Pentalinon_luteum,Pentalinon luteum,Pentalinon,Apocynaceae,prune,nonhost,8.43E-04,22,Pentalinon_luteum,0,biotic,2
Penthorum_sedoides,Penthorum sedoides,Penthorum,Penthoraceae,prune,nonhost,0.016838687,318,Penthorum_sedoides,0,biotic,2
Peperomia_obtusifolia,Peperomia obtusifolia,Peperomia,Piperaceae,prune,nonhost,5.01E-04,13,Peperomia_obtusifolia,0,abiotic,1
Perideridia_americana,Perideridia americana,Perideridia,Apiaceae,prune,nonhost,4.34E-05,1,Perideridia_americana,0,biotic,2
Persicaria_pensylvanica,Persicaria pensylvanica,Persicaria,Polygonaceae,prune,nonhost,0.476122816,14820,Persicaria_pensylvanica,0,biotic,2
Petasites_frigidus,Petasites frigidus,Petasites,Asteraceae,prune,nonhost,2.07E-05,2,Petasites_frigidus,0,biotic,2
Petiveria_alliacea,Petiveria alliacea,Petiveria,Petiveriaceae,prune,nonhost,0.002293328,53,Petiveria_alliacea,0,biotic,2
Phacelia_dubia,Phacelia dubia,Phacelia,Boraginaceae,prune,specialist_host,0.022026227,395,Phacelia_dubia,1,biotic,2
Phalaris_arundinacea,Phalaris arundinacea,Phalaris,Poaceae,prune,nonhost,0.012078414,199,Phalaris_arundinacea,0,abiotic,1
Phemeranthus_parviflorus,Phemeranthus parviflorus,Phemeranthus,Montiaceae,prune,nonhost,0.007050467,125,Phemeranthus_parviflorus,0,biotic,2
Philadelphus_hirsutus,Philadelphus hirsutus,Philadelphus,Hydrangeaceae,prune,nonhost,0.002006557,37,Philadelphus_hirsutus,0,biotic,2
Phleum_alpinum,Phleum alpinum,Phleum,Poaceae,prune,nonhost,1.03E-05,1,Phleum_alpinum,0,abiotic,1
Phlox_glaberrima,Phlox glaberrima,Phlox,Polemoniaceae,prune,nonhost,0.160246189,2870,Phlox_glaberrima,0,biotic,2
Phoebanthus_tenuifolius,Phoebanthus tenuifolius,Phoebanthus,Asteraceae,prune,nonhost,0.001938866,70,Phoebanthus_tenuifolius,0,biotic,2
Phoradendron_leucarpum,Phoradendron leucarpum,Phoradendron,Santalaceae,prune,nonhost,0.01482905,241,Phoradendron_leucarpum,0,biotic,2
Phryma_leptostachya,Phryma leptostachya,Phryma,Phrymaceae,prune,nonhost,0.00577167,236,Phryma_leptostachya,0,biotic,2
Phyla_lanceolata,Phyla lanceolata,Phyla,Verbenaceae,prune,nonhost,0.106183103,1198,Phyla_lanceolata,0,biotic,2
Phyllanthus_caroliniensis,Phyllanthus caroliniensis,Phyllanthus,Phyllanthaceae,prune,nonhost,4.43E-05,3,Phyllanthus_caroliniensis,0,biotic,2
Phyllodoce_caerulea,Phyllodoce caerulea,Phyllodoce,Ericaceae,prune,nonhost,3.36E-04,26,Phyllodoce_caerulea,0,biotic,2
Physocarpus_opulifolius,Physocarpus opulifolius,Physocarpus,Rosaceae,prune,nonhost,0.015665069,180,Physocarpus_opulifolius,0,biotic,2
Phytolacca_americana,Phytolacca americana,Phytolacca,Phytolaccaceae,prune,nonhost,0.319350516,7804,Phytolacca_americana,0,biotic,2
Picramnia_pentandra,Picramnia pentandra,Picramnia,Picramniaceae,prune,nonhost,6.52E-04,17,Picramnia_pentandra,0,biotic,2
Pieris_phillyreifolia,Pieris phillyreifolia,Pieris,Ericaceae,prune,nonhost,0.003335163,64,Pieris_phillyreifolia,0,biotic,2
Pilea_microphylla,Pilea microphylla,Pilea,Urticaceae,prune,nonhost,0.041898,1209,Pilea_microphylla,0,abiotic,1
Piloblephis_rigida,Piloblephis rigida,Piloblephis,Lamiaceae,prune,nonhost,0.042848602,766,Piloblephis_rigida,0,biotic,2
Pinckneya_bracteata,Pinckneya bracteata,Pinckneya,Rubiaceae,prune,nonhost,9.00E-04,14,Pinckneya_bracteata,0,biotic,2
Pinguicula_pumila,Pinguicula pumila,Pinguicula,Lentibulariaceae,prune,nonhost,0.065869926,902,Pinguicula_pumila,0,biotic,2
Piptatherum_canadense,Piptatherum canadense,Piptatherum,Poaceae,prune,nonhost,4.17E-05,1,Piptatherum_canadense,0,abiotic,1
Piptochaetium_avenaceum,Piptochaetium avenaceum,Piptochaetium,Poaceae,prune,nonhost,0.003409279,71,Piptochaetium_avenaceum,0,abiotic,1
Piriqueta_cistoides,Piriqueta cistoides,Piriqueta,Passifloraceae,prune,nonhost,0.010396257,254,Piriqueta_cistoides,0,biotic,2
Piscidia_piscipula,Piscidia piscipula,Piscidia,Fabaceae,prune,nonhost,0.205975331,90,Piscidia_piscipula,0,biotic,2
Pisonia_aculeata,Pisonia aculeata,Pisonia,Nyctaginaceae,prune,nonhost,0.001794301,27,Pisonia_aculeata,0,biotic,2
Pistia_stratiotes,Pistia stratiotes,Pistia,Araceae,prune,nonhost,0.018468743,423,Pistia_stratiotes,0,biotic,2
Pithecellobium_unguis-cati,Pithecellobium unguis-cati,Pithecellobium,Fabaceae,prune,nonhost,0.005794112,56,Pithecellobium_unguis-cati,0,biotic,2
Pityopsis_falcata,Pityopsis falcata,Pityopsis,Asteraceae,prune,specialist_host,0.050716824,803,Pityopsis_falcata,1,biotic,2
Planera_aquatica,Planera aquatica,Planera,Ulmaceae,prune,nonhost,0.005835253,28,Planera_aquatica,0,abiotic,1
Plantago_sparsiflora,Plantago sparsiflora,Plantago,Plantaginaceae,prune,nonhost,0.053695188,855,Plantago_sparsiflora,0,abiotic,1
Platanthera_aquilonis,Platanthera aquilonis,Platanthera,Orchidaceae,prune,nonhost,0.175032059,2657,Platanthera_aquilonis,0,biotic,2
